voltage,current,power,temperature,cooler_status,timestamp
219.98,1.81,398.16,23.95,False,2025-06-10 17:24:00
220.29,1.94,427.36,24.67,False,2025-06-10 17:25:00
219.67,1.68,369.05,24.61,False,2025-06-10 17:26:00
219.11,1.58,346.19,24.42,False,2025-06-10 17:27:00
220.88,1.92,424.09,24.76,False,2025-06-10 17:28:00
220.43,1.98,436.45,24.7,False,2025-06-10 17:29:00
220.96,1.75,386.68,24.87,False,2025-06-10 17:30:00
219.94,1.68,369.5,24.19,False,2025-06-10 17:31:00
219.1,1.82,398.76,24.26,False,2025-06-10 17:32:00
219.16,1.82,398.87,24.4,False,2025-06-10 17:33:00
219.82,1.55,340.72,24.89,False,2025-06-10 17:34:00
220.55,1.87,412.43,23.48,False,2025-06-10 17:35:00
220.93,1.81,399.88,24.35,False,2025-06-10 17:36:00
220.41,1.74,383.51,26.14,True,2025-06-10 17:37:00
219.92,2.0,439.84,24.11,False,2025-06-10 17:38:00
220.81,1.7,375.38,24.87,False,2025-06-10 17:39:00
219.89,1.75,384.81,24.13,False,2025-06-10 17:40:00
219.78,1.66,364.83,24.09,False,2025-06-10 17:41:00
218.35,1.8,393.03,24.61,False,2025-06-10 17:42:00
220.32,1.98,436.23,24.19,False,2025-06-10 17:43:00
220.65,1.53,337.59,24.44,False,2025-06-10 17:44:00
220.27,1.57,345.82,24.62,False,2025-06-10 17:45:00
220.49,1.73,381.45,24.87,False,2025-06-10 17:46:00
217.21,1.79,388.81,24.07,False,2025-06-10 17:47:00
220.18,1.92,422.75,24.23,False,2025-06-10 17:48:00
219.31,1.92,421.08,24.71,False,2025-06-10 17:49:00
219.96,1.6,351.94,24.14,False,2025-06-10 17:50:00
219.43,1.51,331.34,24.87,False,2025-06-10 17:51:00
220.77,1.87,412.84,24.72,False,2025-06-10 17:52:00
219.38,1.71,375.14,24.63,False,2025-06-10 17:53:00
219.62,1.97,432.65,24.29,False,2025-06-10 17:54:00
219.91,1.74,382.64,24.25,False,2025-06-10 17:55:00
220.23,1.93,425.04,24.21,False,2025-06-10 17:56:00
220.08,1.69,371.94,24.1,False,2025-06-10 17:57:00
219.16,1.73,379.15,24.09,False,2025-06-10 17:58:00
219.97,1.85,406.94,22.94,False,2025-06-10 17:59:00
219.99,1.76,387.18,24.71,False,2025-06-10 18:00:00
220.81,1.76,388.63,24.85,False,2025-06-10 18:01:00
219.05,1.95,427.15,24.53,False,2025-06-10 18:02:00
219.21,1.82,398.96,24.0,False,2025-06-10 18:03:00
219.48,1.5,329.22,24.49,False,2025-06-10 18:04:00
220.33,1.86,409.81,24.97,False,2025-06-10 18:05:00
219.57,1.53,335.94,24.84,False,2025-06-10 18:06:00
220.13,1.63,358.81,24.53,False,2025-06-10 18:07:00
220.8,1.65,364.32,25.96,True,2025-06-10 18:08:00
219.26,1.68,368.36,24.53,False,2025-06-10 18:09:00
218.9,1.82,398.4,24.61,False,2025-06-10 18:10:00
219.03,1.76,385.49,24.83,False,2025-06-10 18:11:00
220.99,1.96,433.14,25.02,True,2025-06-10 18:12:00
222.95,1.5,334.42,24.96,False,2025-06-10 18:13:00
219.9,1.87,411.21,24.16,False,2025-06-10 18:14:00
219.65,2.0,439.3,24.97,False,2025-06-10 18:15:00
220.86,1.56,344.54,24.85,False,2025-06-10 18:16:00
220.36,1.71,376.82,22.37,False,2025-06-10 18:17:00
219.22,1.73,379.25,25.09,True,2025-06-10 18:18:00
220.0,1.82,400.4,24.09,False,2025-06-10 18:19:00
219.49,1.7,373.13,24.51,False,2025-06-10 18:20:00
219.65,1.87,410.75,24.94,False,2025-06-10 18:21:00
220.36,1.93,425.29,25.41,True,2025-06-10 18:22:00
218.77,1.55,339.09,24.75,False,2025-06-10 18:23:00
219.2,1.74,381.41,24.89,False,2025-06-10 18:24:00
220.82,1.84,406.31,24.58,False,2025-06-10 18:25:00
219.71,1.66,364.72,24.69,False,2025-06-10 18:26:00
217.66,1.61,350.43,24.63,False,2025-06-10 18:27:00
220.31,1.64,361.31,24.81,False,2025-06-10 18:28:00
222.04,1.51,335.28,24.54,False,2025-06-10 18:29:00
219.08,1.52,333.0,24.79,False,2025-06-10 18:30:00
219.55,1.96,430.32,25.16,True,2025-06-10 18:31:00
219.81,1.91,419.84,24.16,False,2025-06-10 18:32:00
218.1,1.96,427.48,24.53,False,2025-06-10 18:33:00
220.27,1.56,343.62,24.35,False,2025-06-10 18:34:00
219.78,1.95,428.57,24.43,False,2025-06-10 18:35:00
219.54,1.57,344.68,24.01,False,2025-06-10 18:36:00
221.36,1.88,416.16,24.89,False,2025-06-10 18:37:00
220.7,1.53,337.67,24.73,False,2025-06-10 18:38:00
217.86,1.87,407.4,24.32,False,2025-06-10 18:39:00
217.1,1.67,362.56,24.94,False,2025-06-10 18:40:00
219.36,1.62,355.36,23.2,False,2025-06-10 18:41:00
219.42,1.6,351.07,24.51,False,2025-06-10 18:42:00
219.68,1.72,377.85,24.5,False,2025-06-10 18:43:00
220.21,1.99,438.22,24.6,False,2025-06-10 18:44:00
220.07,1.53,336.71,24.88,False,2025-06-10 18:45:00
219.57,1.93,423.77,24.64,False,2025-06-10 18:46:00
219.7,1.95,428.41,24.93,False,2025-06-10 18:47:00
219.87,1.74,382.57,24.64,False,2025-06-10 18:48:00
219.6,1.8,395.28,24.22,False,2025-06-10 18:49:00
219.05,1.88,411.81,24.5,False,2025-06-10 18:50:00
219.38,1.72,377.33,24.23,False,2025-06-10 18:51:00
219.91,1.76,387.04,24.92,False,2025-06-10 18:52:00
219.55,1.59,349.08,24.09,False,2025-06-10 18:53:00
219.66,1.69,371.23,24.32,False,2025-06-10 18:54:00
217.77,1.69,368.03,24.36,False,2025-06-10 18:55:00
219.04,1.66,363.61,24.62,False,2025-06-10 18:56:00
220.15,1.61,354.44,24.81,False,2025-06-10 18:57:00
220.65,1.58,348.63,24.02,False,2025-06-10 18:58:00
220.04,1.73,380.67,25.27,True,2025-06-10 18:59:00
220.9,1.58,349.02,24.96,False,2025-06-10 19:00:00
219.6,1.89,415.04,23.14,False,2025-06-10 19:01:00
219.2,1.7,372.64,24.63,False,2025-06-10 19:02:00
219.53,1.6,351.25,24.18,False,2025-06-10 19:03:00
221.15,1.55,342.78,24.49,False,2025-06-10 19:04:00
220.24,1.99,438.28,24.42,False,2025-06-10 19:05:00
219.42,1.75,383.98,24.31,False,2025-06-10 19:06:00
220.31,1.51,332.67,24.25,False,2025-06-10 19:07:00
217.13,1.83,397.35,24.64,False,2025-06-10 19:08:00
219.57,1.54,338.14,24.19,False,2025-06-10 19:09:00
221.0,1.61,355.81,24.91,False,2025-06-10 19:10:00
216.81,1.86,403.27,24.02,False,2025-06-10 19:11:00
220.81,1.76,388.63,24.48,False,2025-06-10 19:12:00
219.91,1.85,406.83,24.59,False,2025-06-10 19:13:00
219.01,1.84,402.98,26.25,True,2025-06-10 19:14:00
219.57,1.5,329.36,24.33,False,2025-06-10 19:15:00
220.8,1.57,346.66,24.53,False,2025-06-10 19:16:00
219.41,1.98,434.43,24.77,False,2025-06-10 19:17:00
222.8,1.85,412.18,24.59,False,2025-06-10 19:18:00
216.54,1.78,385.44,24.21,False,2025-06-10 19:19:00
220.19,2.0,440.38,24.46,False,2025-06-10 19:20:00
219.97,1.64,360.75,24.77,False,2025-06-10 19:21:00
219.16,1.91,418.6,24.27,False,2025-06-10 19:22:00
219.54,1.88,412.74,24.06,False,2025-06-10 19:23:00
220.11,1.8,396.2,24.87,False,2025-06-10 19:24:00
219.89,1.7,373.81,24.64,False,2025-06-10 19:25:00
219.58,1.7,373.29,23.97,False,2025-06-10 19:26:00
220.5,1.79,394.69,24.8,False,2025-06-10 19:27:00
219.05,1.87,409.62,24.11,False,2025-06-10 19:28:00
220.5,1.57,346.19,24.14,False,2025-06-10 19:29:00
221.16,1.64,362.7,24.69,False,2025-06-10 19:30:00
219.28,1.85,405.67,24.12,False,2025-06-10 19:31:00
222.76,1.84,409.88,24.62,False,2025-06-10 19:32:00
220.81,1.6,353.3,26.8,True,2025-06-10 19:33:00
220.44,1.86,410.02,24.07,False,2025-06-10 19:34:00
220.58,2.0,441.16,24.54,False,2025-06-10 19:35:00
220.44,1.96,432.06,24.22,False,2025-06-10 19:36:00
219.25,1.89,414.38,24.25,False,2025-06-10 19:37:00
219.63,1.91,419.49,24.59,False,2025-06-10 19:38:00
218.32,1.95,425.72,24.6,False,2025-06-10 19:39:00
220.98,1.59,351.36,24.28,False,2025-06-10 19:40:00
220.05,1.67,367.48,24.9,False,2025-06-10 19:41:00
220.78,1.61,355.46,24.91,False,2025-06-10 19:42:00
219.41,1.74,381.77,24.35,False,2025-06-10 19:43:00
216.26,1.53,330.88,24.25,False,2025-06-10 19:44:00
220.37,1.97,434.13,24.41,False,2025-06-10 19:45:00
220.4,1.56,343.82,24.18,False,2025-06-10 19:46:00
217.7,1.77,385.33,24.49,False,2025-06-10 19:47:00
220.66,1.69,372.92,24.64,False,2025-06-10 19:48:00
220.23,1.75,385.4,24.52,False,2025-06-10 19:49:00
220.49,1.79,394.68,24.63,False,2025-06-10 19:50:00
219.72,1.68,369.13,24.38,False,2025-06-10 19:51:00
219.33,1.57,344.35,24.83,False,2025-06-10 19:52:00
220.54,1.9,419.03,24.88,False,2025-06-10 19:53:00
219.61,1.87,410.67,24.69,False,2025-06-10 19:54:00
222.65,1.71,380.73,24.7,False,2025-06-10 19:55:00
220.96,1.55,342.49,24.27,False,2025-06-10 19:56:00
219.22,1.81,396.79,24.55,False,2025-06-10 19:57:00
216.88,1.76,381.71,24.12,False,2025-06-10 19:58:00
220.6,1.58,348.55,24.67,False,2025-06-10 19:59:00
217.46,1.82,395.78,24.15,False,2025-06-10 20:00:00
220.79,1.68,370.93,24.07,False,2025-06-10 20:01:00
220.89,1.69,373.3,24.63,False,2025-06-10 20:02:00
220.21,1.96,431.61,24.2,False,2025-06-10 20:03:00
219.49,1.83,401.67,24.55,False,2025-06-10 20:04:00
219.19,1.71,374.81,24.63,False,2025-06-10 20:05:00
220.43,1.84,405.59,24.6,False,2025-06-10 20:06:00
219.25,1.52,333.26,24.46,False,2025-06-10 20:07:00
220.78,1.8,397.4,24.77,False,2025-06-10 20:08:00
220.26,1.52,334.8,24.13,False,2025-06-10 20:09:00
219.33,1.98,434.27,24.33,False,2025-06-10 20:10:00
219.36,1.8,394.85,22.43,False,2025-06-10 20:11:00
220.91,1.76,388.8,24.85,False,2025-06-10 20:12:00
219.92,1.54,338.68,24.52,False,2025-06-10 20:13:00
221.9,1.99,441.58,24.89,False,2025-06-10 20:14:00
219.76,1.84,404.36,25.52,True,2025-06-10 20:15:00
220.57,1.72,379.38,24.58,False,2025-06-10 20:16:00
220.39,1.92,423.15,24.8,False,2025-06-10 20:17:00
216.25,1.65,356.81,24.57,False,2025-06-10 20:18:00
216.92,1.9,412.15,24.32,False,2025-06-10 20:19:00
219.08,1.53,335.19,24.77,False,2025-06-10 20:20:00
218.51,1.91,417.35,24.22,False,2025-06-10 20:21:00
221.08,1.53,338.25,24.34,False,2025-06-10 20:22:00
220.4,2.0,440.8,24.58,False,2025-06-10 20:23:00
219.53,1.9,417.11,24.97,False,2025-06-10 20:24:00
220.01,1.97,433.42,24.24,False,2025-06-10 20:25:00
219.54,1.76,386.39,25.58,True,2025-06-10 20:26:00
220.45,1.94,427.67,24.56,False,2025-06-10 20:27:00
220.54,1.9,419.03,24.87,False,2025-06-10 20:28:00
219.17,1.68,368.21,24.9,False,2025-06-10 20:29:00
219.39,1.89,414.65,24.78,False,2025-06-10 20:30:00
219.59,1.59,349.15,24.8,False,2025-06-10 20:31:00
219.69,1.85,406.43,24.64,False,2025-06-10 20:32:00
220.71,1.57,346.51,24.06,False,2025-06-10 20:33:00
216.13,1.51,326.36,24.43,False,2025-06-10 20:34:00
220.24,1.53,336.97,24.87,False,2025-06-10 20:35:00
219.29,1.96,429.81,24.47,False,2025-06-10 20:36:00
219.88,1.91,419.97,25.4,True,2025-06-10 20:37:00
219.73,1.7,373.54,24.64,False,2025-06-10 20:38:00
219.54,1.98,434.69,24.38,False,2025-06-10 20:39:00
219.34,1.92,421.13,24.85,False,2025-06-10 20:40:00
220.27,1.9,418.51,24.09,False,2025-06-10 20:41:00
220.55,1.63,359.5,24.26,False,2025-06-10 20:42:00
220.95,1.64,362.36,24.89,False,2025-06-10 20:43:00
220.7,1.99,439.19,24.2,False,2025-06-10 20:44:00
220.12,1.57,345.59,24.84,False,2025-06-10 20:45:00
219.42,1.76,386.18,24.91,False,2025-06-10 20:46:00
220.88,1.83,404.21,24.68,False,2025-06-10 20:47:00
216.19,1.81,391.3,24.69,False,2025-06-10 20:48:00
219.57,1.94,425.97,24.37,False,2025-06-10 20:49:00
220.94,1.72,380.02,24.97,False,2025-06-10 20:50:00
219.29,1.64,359.64,23.03,False,2025-06-10 20:51:00
222.84,1.72,383.28,24.97,False,2025-06-10 20:52:00
220.7,1.57,346.5,24.92,False,2025-06-10 20:53:00
219.92,1.77,389.26,24.95,False,2025-06-10 20:54:00
219.54,1.68,368.83,24.13,False,2025-06-10 20:55:00
220.58,1.67,368.37,24.74,False,2025-06-10 20:56:00
219.62,1.97,432.65,24.1,False,2025-06-10 20:57:00
217.59,1.99,433.0,22.75,False,2025-06-10 20:58:00
219.4,1.53,335.68,24.47,False,2025-06-10 20:59:00
220.4,1.69,372.48,24.68,False,2025-06-10 21:00:00
219.82,2.0,439.64,24.46,False,2025-06-10 21:01:00
219.71,1.86,408.66,24.45,False,2025-06-10 21:02:00
219.22,1.8,394.6,24.5,False,2025-06-10 21:03:00
219.46,1.92,421.36,24.76,False,2025-06-10 21:04:00
220.19,1.82,400.75,24.27,False,2025-06-10 21:05:00
219.67,1.83,402.0,24.15,False,2025-06-10 21:06:00
219.53,1.75,384.18,22.78,False,2025-06-10 21:07:00
219.1,1.8,394.38,24.09,False,2025-06-10 21:08:00
219.92,1.85,406.85,24.97,False,2025-06-10 21:09:00
219.1,1.84,403.14,24.88,False,2025-06-10 21:10:00
219.43,1.87,410.33,24.99,False,2025-06-10 21:11:00
219.74,1.72,377.95,24.01,False,2025-06-10 21:12:00
219.3,1.73,379.39,24.92,False,2025-06-10 21:13:00
217.94,1.7,370.5,24.07,False,2025-06-10 21:14:00
219.57,1.98,434.75,24.52,False,2025-06-10 21:15:00
221.42,1.67,369.77,24.67,False,2025-06-10 21:16:00
219.38,1.94,425.6,24.02,False,2025-06-10 21:17:00
219.86,1.55,340.78,24.89,False,2025-06-10 21:18:00
220.05,1.85,407.09,26.23,True,2025-06-10 21:19:00
220.24,1.59,350.18,24.4,False,2025-06-10 21:20:00
220.58,1.94,427.93,24.21,False,2025-06-10 21:21:00
220.9,1.61,355.65,24.15,False,2025-06-10 21:22:00
220.37,1.99,438.54,24.46,False,2025-06-10 21:23:00
219.35,1.83,401.41,24.83,False,2025-06-10 21:24:00
220.45,1.96,432.08,24.4,False,2025-06-10 21:25:00
219.28,1.85,405.67,24.23,False,2025-06-10 21:26:00
219.79,1.6,351.66,24.56,False,2025-06-10 21:27:00
219.65,1.63,358.03,24.38,False,2025-06-10 21:28:00
220.27,1.99,438.34,24.61,False,2025-06-10 21:29:00
219.2,1.53,335.38,24.49,False,2025-06-10 21:30:00
219.28,1.57,344.27,24.09,False,2025-06-10 21:31:00
219.71,1.95,428.43,24.67,False,2025-06-10 21:32:00
219.62,1.85,406.3,24.43,False,2025-06-10 21:33:00
220.7,1.82,401.67,24.43,False,2025-06-10 21:34:00
220.29,1.71,376.7,24.47,False,2025-06-10 21:35:00
219.12,1.52,333.06,24.81,False,2025-06-10 21:36:00
220.91,1.83,404.27,24.72,False,2025-06-10 21:37:00
220.51,1.58,348.41,24.34,False,2025-06-10 21:38:00
220.5,1.7,374.85,24.96,False,2025-06-10 21:39:00
220.38,1.73,381.26,24.51,False,2025-06-10 21:40:00
220.96,1.98,437.5,24.23,False,2025-06-10 21:41:00
220.97,1.58,349.13,24.68,False,2025-06-10 21:42:00
219.91,1.88,413.43,24.54,False,2025-06-10 21:43:00
222.69,1.8,400.84,24.29,False,2025-06-10 21:44:00
220.05,1.69,371.88,24.27,False,2025-06-10 21:45:00
219.8,1.7,373.66,26.78,True,2025-06-10 21:46:00
220.43,1.99,438.66,24.48,False,2025-06-10 21:47:00
219.26,1.62,355.2,24.94,False,2025-06-10 21:48:00
220.94,1.96,433.04,24.68,False,2025-06-10 21:49:00
220.03,1.87,411.46,24.4,False,2025-06-10 21:50:00
219.89,1.7,373.81,24.45,False,2025-06-10 21:51:00
219.31,1.65,361.86,24.74,False,2025-06-10 21:52:00
219.51,1.94,425.85,24.4,False,2025-06-10 21:53:00
218.72,1.71,374.01,24.5,False,2025-06-10 21:54:00
219.8,1.65,362.67,24.51,False,2025-06-10 21:55:00
218.91,1.99,435.63,24.9,False,2025-06-10 21:56:00
219.44,1.82,399.38,24.62,False,2025-06-10 21:57:00
220.97,1.52,335.87,24.78,False,2025-06-10 21:58:00
220.23,1.66,365.58,24.65,False,2025-06-10 21:59:00
220.99,1.67,369.05,24.99,False,2025-06-10 22:00:00
216.59,1.77,383.36,24.89,False,2025-06-10 22:01:00
220.28,1.55,341.43,24.67,False,2025-06-10 22:02:00
220.39,1.72,379.07,24.05,False,2025-06-10 22:03:00
220.18,1.82,400.73,24.05,False,2025-06-10 22:04:00
220.95,1.86,410.97,22.78,False,2025-06-10 22:05:00
220.53,1.77,390.34,24.57,False,2025-06-10 22:06:00
217.4,1.83,397.84,24.89,False,2025-06-10 22:07:00
219.61,1.83,401.89,24.64,False,2025-06-10 22:08:00
219.3,1.72,377.2,24.98,False,2025-06-10 22:09:00
220.13,1.91,420.45,24.92,False,2025-06-10 22:10:00
220.1,1.55,341.15,24.88,False,2025-06-10 22:11:00
219.19,1.96,429.61,24.55,False,2025-06-10 22:12:00
220.11,1.96,431.42,24.21,False,2025-06-10 22:13:00
219.44,1.52,333.55,24.04,False,2025-06-10 22:14:00
219.78,1.71,375.82,24.37,False,2025-06-10 22:15:00
219.55,1.95,428.12,24.92,False,2025-06-10 22:16:00
219.07,1.5,328.61,24.45,False,2025-06-10 22:17:00
220.99,1.91,422.09,24.36,False,2025-06-10 22:18:00
220.34,1.75,385.6,24.32,False,2025-06-10 22:19:00
220.64,1.64,361.85,24.27,False,2025-06-10 22:20:00
220.52,1.88,414.58,24.02,False,2025-06-10 22:21:00
220.56,1.92,423.48,24.38,False,2025-06-10 22:22:00
219.48,1.54,338.0,24.21,False,2025-06-10 22:23:00
220.82,1.59,351.1,24.64,False,2025-06-10 22:24:00
219.99,1.66,365.18,24.38,False,2025-06-10 22:25:00
220.95,1.97,435.27,24.74,False,2025-06-10 22:26:00
221.33,1.76,389.54,24.48,False,2025-06-10 22:27:00
220.13,1.97,433.66,23.66,False,2025-06-10 22:28:00
220.12,1.87,411.62,24.9,False,2025-06-10 22:29:00
220.79,1.55,342.22,24.6,False,2025-06-10 22:30:00
219.43,1.67,366.45,22.2,False,2025-06-10 22:31:00
220.4,1.87,412.15,24.64,False,2025-06-10 22:32:00
220.81,1.59,351.09,24.42,False,2025-06-10 22:33:00
220.29,1.61,354.67,24.15,False,2025-06-10 22:34:00
219.15,1.57,344.07,24.66,False,2025-06-10 22:35:00
219.37,1.53,335.64,24.86,False,2025-06-10 22:36:00
219.84,1.93,424.29,24.8,False,2025-06-10 22:37:00
220.03,1.95,429.06,24.21,False,2025-06-10 22:38:00
220.07,1.6,352.11,24.58,False,2025-06-10 22:39:00
219.07,1.6,350.51,24.88,False,2025-06-10 22:40:00
219.56,1.97,432.53,24.19,False,2025-06-10 22:41:00
220.95,1.97,435.27,24.86,False,2025-06-10 22:42:00
219.35,1.74,381.67,24.59,False,2025-06-10 22:43:00
219.12,1.79,392.22,24.8,False,2025-06-10 22:44:00
220.95,1.71,377.82,24.62,False,2025-06-10 22:45:00
219.7,1.55,340.53,24.81,False,2025-06-10 22:46:00
220.71,1.98,437.01,24.95,False,2025-06-10 22:47:00
219.65,1.91,419.53,24.02,False,2025-06-10 22:48:00
220.59,1.54,339.71,24.43,False,2025-06-10 22:49:00
220.01,1.79,393.82,24.59,False,2025-06-10 22:50:00
219.91,1.57,345.26,24.44,False,2025-06-10 22:51:00
219.64,1.6,351.42,24.15,False,2025-06-10 22:52:00
220.21,1.77,389.77,24.53,False,2025-06-10 22:53:00
219.44,1.81,397.19,24.6,False,2025-06-10 22:54:00
219.54,2.0,439.08,26.75,True,2025-06-10 22:55:00
220.6,1.97,434.58,24.98,False,2025-06-10 22:56:00
220.78,1.63,359.87,24.82,False,2025-06-10 22:57:00
220.14,1.88,413.86,24.39,False,2025-06-10 22:58:00
220.45,1.85,407.83,23.45,False,2025-06-10 22:59:00
219.73,1.82,399.91,24.36,False,2025-06-10 23:00:00
219.17,1.54,337.52,24.63,False,2025-06-10 23:01:00
219.35,1.66,364.12,24.87,False,2025-06-10 23:02:00
219.45,1.55,340.15,24.9,False,2025-06-10 23:03:00
220.84,1.81,399.72,24.3,False,2025-06-10 23:04:00
219.75,1.7,373.57,24.16,False,2025-06-10 23:05:00
218.03,1.65,359.75,24.81,False,2025-06-10 23:06:00
218.52,1.91,417.37,24.88,False,2025-06-10 23:07:00
219.96,1.78,391.53,24.55,False,2025-06-10 23:08:00
222.92,1.65,367.82,24.9,False,2025-06-10 23:09:00
222.39,1.86,413.65,24.07,False,2025-06-10 23:10:00
220.84,1.77,390.89,24.54,False,2025-06-10 23:11:00
219.19,1.53,335.36,24.33,False,2025-06-10 23:12:00
219.19,1.76,385.77,24.43,False,2025-06-10 23:13:00
220.82,1.72,379.81,24.41,False,2025-06-10 23:14:00
222.63,1.8,400.73,26.59,True,2025-06-10 23:15:00
220.25,1.64,361.21,24.13,False,2025-06-10 23:16:00
219.82,2.0,439.64,24.65,False,2025-06-10 23:17:00
219.22,1.59,348.56,25.0,False,2025-06-10 23:18:00
219.79,1.98,435.18,24.91,False,2025-06-10 23:19:00
219.56,1.69,371.06,24.65,False,2025-06-10 23:20:00
220.66,1.69,372.92,24.47,False,2025-06-10 23:21:00
216.88,1.64,355.68,24.1,False,2025-06-10 23:22:00
219.0,1.9,416.1,24.92,False,2025-06-10 23:23:00
219.78,1.95,428.57,23.58,False,2025-06-10 23:24:00
219.48,1.99,436.77,24.53,False,2025-06-10 23:25:00
219.62,1.65,362.37,24.79,False,2025-06-10 23:26:00
219.91,1.53,336.46,24.28,False,2025-06-10 23:27:00
220.71,1.92,423.76,24.79,False,2025-06-10 23:28:00
220.36,1.59,350.37,24.12,False,2025-06-10 23:29:00
220.38,1.65,363.63,24.23,False,2025-06-10 23:30:00
220.54,1.99,438.87,24.16,False,2025-06-10 23:31:00
220.25,1.63,359.01,24.42,False,2025-06-10 23:32:00
219.74,1.59,349.39,24.59,False,2025-06-10 23:33:00
220.48,1.82,401.27,24.52,False,2025-06-10 23:34:00
220.0,1.68,369.6,26.99,True,2025-06-10 23:35:00
219.3,1.58,346.49,24.28,False,2025-06-10 23:36:00
220.83,1.98,437.24,24.15,False,2025-06-10 23:37:00
219.33,1.71,375.05,24.47,False,2025-06-10 23:38:00
220.0,1.5,330.0,25.58,True,2025-06-10 23:39:00
216.73,1.95,422.62,24.04,False,2025-06-10 23:40:00
219.8,1.74,382.45,24.34,False,2025-06-10 23:41:00
220.45,1.79,394.61,24.56,False,2025-06-10 23:42:00
219.57,1.62,355.7,24.19,False,2025-06-10 23:43:00
220.84,1.87,412.97,24.23,False,2025-06-10 23:44:00
220.7,1.79,395.05,24.24,False,2025-06-10 23:45:00
219.03,1.59,348.26,24.68,False,2025-06-10 23:46:00
220.31,1.63,359.11,24.25,False,2025-06-10 23:47:00
220.33,1.65,363.54,24.38,False,2025-06-10 23:48:00
219.49,1.96,430.2,24.63,False,2025-06-10 23:49:00
220.33,1.73,381.17,24.1,False,2025-06-10 23:50:00
219.56,1.53,335.93,24.32,False,2025-06-10 23:51:00
220.6,1.85,408.11,24.21,False,2025-06-10 23:52:00
220.14,1.91,420.47,24.03,False,2025-06-10 23:53:00
220.22,1.54,339.14,24.14,False,2025-06-10 23:54:00
219.17,1.93,423.0,24.35,False,2025-06-10 23:55:00
220.3,1.58,348.07,24.4,False,2025-06-10 23:56:00
220.31,1.61,354.7,24.51,False,2025-06-10 23:57:00
221.42,1.61,356.49,24.4,False,2025-06-10 23:58:00
220.55,1.54,339.65,24.38,False,2025-06-10 23:59:00
220.87,1.56,344.56,24.33,False,2025-06-11 00:00:00
219.57,1.92,421.57,26.19,True,2025-06-11 00:01:00
220.25,1.65,363.41,24.62,False,2025-06-11 00:02:00
219.72,1.75,384.51,24.44,False,2025-06-11 00:03:00
219.55,1.69,371.04,24.15,False,2025-06-11 00:04:00
220.66,1.94,428.08,24.8,False,2025-06-11 00:05:00
217.93,1.79,390.09,24.44,False,2025-06-11 00:06:00
219.27,1.57,344.25,24.42,False,2025-06-11 00:07:00
219.06,1.7,372.4,24.01,False,2025-06-11 00:08:00
219.2,1.76,385.79,24.05,False,2025-06-11 00:09:00
219.89,1.68,369.42,24.12,False,2025-06-11 00:10:00
219.6,1.99,437.0,24.57,False,2025-06-11 00:11:00
220.53,1.53,337.41,24.98,False,2025-06-11 00:12:00
219.11,1.93,422.88,24.44,False,2025-06-11 00:13:00
219.5,1.76,386.32,24.12,False,2025-06-11 00:14:00
220.06,1.62,356.5,24.98,False,2025-06-11 00:15:00
219.07,1.84,403.09,24.98,False,2025-06-11 00:16:00
221.47,1.94,429.65,24.83,False,2025-06-11 00:17:00
220.24,1.72,378.81,24.9,False,2025-06-11 00:18:00
217.03,1.92,416.7,24.57,False,2025-06-11 00:19:00
219.6,1.61,353.56,24.1,False,2025-06-11 00:20:00
220.67,1.75,386.17,24.68,False,2025-06-11 00:21:00
220.76,1.78,392.95,24.73,False,2025-06-11 00:22:00
219.78,1.6,351.65,24.7,False,2025-06-11 00:23:00
216.56,1.71,370.32,24.15,False,2025-06-11 00:24:00
220.56,1.64,361.72,24.44,False,2025-06-11 00:25:00
219.22,1.84,403.36,24.21,False,2025-06-11 00:26:00
219.14,1.91,418.56,24.18,False,2025-06-11 00:27:00
218.19,1.75,381.83,24.59,False,2025-06-11 00:28:00
219.81,1.74,382.47,24.09,False,2025-06-11 00:29:00
219.94,1.79,393.69,24.89,False,2025-06-11 00:30:00
219.3,1.61,353.07,24.73,False,2025-06-11 00:31:00
218.23,1.56,340.44,24.53,False,2025-06-11 00:32:00
219.77,1.93,424.16,24.37,False,2025-06-11 00:33:00
219.64,1.76,386.57,25.42,True,2025-06-11 00:34:00
220.09,1.7,374.15,25.41,True,2025-06-11 00:35:00
218.01,1.51,329.2,24.36,False,2025-06-11 00:36:00
220.01,1.56,343.22,24.32,False,2025-06-11 00:37:00
219.9,1.77,389.22,24.47,False,2025-06-11 00:38:00
219.63,1.65,362.39,24.73,False,2025-06-11 00:39:00
219.65,1.59,349.24,24.77,False,2025-06-11 00:40:00
219.52,1.86,408.31,24.05,False,2025-06-11 00:41:00
219.88,1.84,404.58,24.94,False,2025-06-11 00:42:00
219.91,1.53,336.46,24.34,False,2025-06-11 00:43:00
220.18,1.75,385.31,24.09,False,2025-06-11 00:44:00
220.35,1.95,429.68,24.88,False,2025-06-11 00:45:00
220.08,1.63,358.73,23.13,False,2025-06-11 00:46:00
220.38,1.69,372.44,24.56,False,2025-06-11 00:47:00
220.42,1.9,418.8,24.69,False,2025-06-11 00:48:00
219.52,1.56,342.45,24.56,False,2025-06-11 00:49:00
220.83,1.71,377.62,22.2,False,2025-06-11 00:50:00
219.84,1.7,373.73,24.18,False,2025-06-11 00:51:00
219.54,1.85,406.15,24.23,False,2025-06-11 00:52:00
220.79,1.97,434.96,24.06,False,2025-06-11 00:53:00
